Vehicle_ID,Global_Time,Lane_ID,Movement_Type,Frame_ID,Total_Frames,Local_X,Local_Y,v_Vel,v_Acc,Lateral_Velocity,Lateral_Acceleration,Yaw_Angle
1360,1113433576900,5,Lane Keeping,4420,482,51.55,1535.662,34.35,11.2,0.0160200000000008,2.000000000179983e-07,1.5633058301850324
2742,1113437636300,6,Right,8694,1258,65.504,594.516,4.9,0.0,0.0389699999999993,-1.1379786002407854e-17,1.5677170447646005
2742,1113437666300,6,Right,8994,1258,64.65,956.741,32.38,11.2,0.0083800000000002,-3.0999999999949123e-06,1.571989643650898
1070,1163648500,1,Lane Keeping,6182,446,-3.733,1677.876,0.81,5.96,0.0,0.0,0.0
2286,1113433858700,5,Lane Keeping,7238,834,51.138,1048.246,25.54,-7.05,0.0287099999999998,0.0,1.5439828312470594
37,1118848802100,4,Right,451,806,40.11,517.694,25.6,7.07,0.0105500000000006,1.1000000000194708e-06,1.6049063144932665
2286,1113438393700,6,Right,8288,2006,66.932,68.5,7.79,-2.71,0.0243999999999994,,1.560140992363514
2482,1118848789500,1,Left,9475,732,7.028,1833.568,22.79,3.3,0.0,0.0,0.0
2742,1113437690800,6,Right,9239,1258,61.038,1603.567,15.01,0.02,0.0235799999999994,9.999999999763673e-08,1.566555470115348
37,1113437641800,4,Left,769,1430,40.937,191.676,16.42,0.0,0.0514200000000005,9.99999999976714e-08,1.566323388908575
204,1113433236500,1,Lane Keeping,1016,405,4.233,466.734,27.46,9.58,0.0101300000000003,1.000000000033266e-07,1.547108754215112
37,1118936838800,3,Right,1389,1247,51.387,1498.284,34.33,0.0,0.005,0.0,1.5667963481280345
2286,1113433856100,5,Lane Keeping,7212,834,50.917,973.511,30.0,0.0,0.02769,0.0,1.5866852026505018
2742,1113437682700,6,Right,9158,1258,65.777,1437.534,28.5,-6.25,0.0168100000000004,1.2000000000011828e-05,1.549978394801738
204,1118936809600,0,Left,1097,1408,32.047,50.999,24.53,-10.87,0.04,0.0,1.5660463625183718
2591,1118848784900,2,Left,9429,629,21.114,684.774,30.1,1.49,0.0040699999999992,-1.900000000000547e-06,1.5732533243077176
2482,1118848778800,1,Left,9368,732,7.919,1497.179,48.25,0.0,0.0447400000000016,-9.999999997491183e-08,1.5058453482978973
2742,1113437652000,6,Right,8851,1258,65.232,716.332,7.08,0.0,0.0063599999999999,-3.999999999990643e-07,1.674199789184827
2742,1113437644900,6,Right,8780,1258,65.429,660.341,9.95,-0.87,0.0089999999999999,-1.4224732503009817e-18,1.571907437448758
2591,1113437608500,1,Left,8416,380,4.371,424.812,30.73,-5.75,0.0314500000000003,-2.999999999928755e-07,1.696364295665579
2482,1118847727300,3,Left,7484,780,30.755,1365.824,45.0,0.0,,,0.0
2286,1113433827900,5,Lane Keeping,6930,834,53.31,331.662,10.45,2.92,0.0470400000000006,3.6000000000058206e-06,1.584826018468729
2286,1118848734300,3,Right,8923,727,32.62,2069.111,26.4,-5.3,0.0037099999999998,9.699999999998e-06,1.7337587374698358
37,1113437644000,4,Left,791,1430,41.277,227.267,16.88,11.2,0.0165,0.0,1.5907936607680435
1070,1163637100,1,Lane Keeping,6068,446,-5.188,1764.347,20.11,0.0,0.0004099999999999,-8.000000000009773e-07,1.177738307613022
2742,1113437622200,6,Right,8553,1258,65.789,411.596,11.31,11.07,0.0091799999999989,1.4999999999872757e-06,1.3469430955698898
2742,1113437626700,6,Right,8598,1258,66.714,482.902,14.93,1.6,0.02942,-4.399999999986914e-06,1.6955696438439245
37,1113437667400,4,Left,1025,1430,42.532,498.299,11.55,11.2,0.0098500000000001,4.99999999999546e-07,1.5707963267948966
2742,1113437623100,6,Right,8562,1258,66.022,423.048,14.3,11.17,0.0029500000000007,7.000000000061862e-07,1.1166852134267329
2591,1118847743200,5,Right,7643,633,49.178,867.497,55.35,4.88,0.03418,-5.1999999999963884e-06,1.560556778298507
2286,1113433855800,5,Lane Keeping,7209,834,50.908,964.511,29.99,0.03,0.0276899999999997,-2.844946500601964e-18,1.5866852026505018
37,1113437650000,4,Left,851,1430,41.525,320.662,13.78,-0.71,0.0103300000000001,-9.999999999763673e-08,1.7310746578010143
2591,1118848803900,2,Left,9619,629,19.092,1432.136,45.0,0.0,0.0102099999999995,9.999999999763673e-08,1.5815696611984404
37,1118848784000,4,Right,270,806,38.859,147.143,25.0,0.0,0.0051600000000007,-5.999999999858115e-07,1.574672276377574
2591,1118848817900,2,Left,9759,629,20.136,1997.35,36.94,0.0,0.0568299999999999,-1.7999999999915306e-06,1.5920846816463752
2591,1118848784800,2,Left,9428,629,21.133,681.762,29.8,3.22,0.001619999999998,7.69999999997708e-06,1.5091461561555328
204,1113433259700,1,Lane Keeping,1248,405,4.629,1308.555,51.42,-0.03,0.01,0.0,1.567796335794848
2286,1118848734500,3,Right,8925,727,32.706,2074.275,25.35,-4.35,0.00502,-1.2999999999976832e-06,1.5528699604293337
2482,1118848771900,1,Left,9299,732,5.433,1191.974,35.03,-0.07,0.01,-1.2000000000057278e-06,1.563796441124878
2591,1118847764800,5,Right,7859,633,53.591,1671.903,5.0,0.0,0.02,0.0,1.5707963267948966
1360,1113433568300,5,Lane Keeping,4334,482,53.767,1246.075,30.66,7.96,0.0189799999999991,-1.0000000002036158e-07,1.547618181169632
2286,1113433814700,5,Lane Keeping,6798,834,56.942,193.044,21.64,-0.04,0.05079,7.999999999998426e-06,1.5761122838070902
2742,1113437687200,6,Right,9203,1258,64.732,1542.469,22.08,-2.74,0.0250999999999999,-3.999999999905121e-07,1.572788356032493
2286,1113433857900,5,Lane Keeping,7230,834,51.009,1027.178,28.64,-11.2,0.0283800000000002,3.000000000042899e-07,1.5454317888446316
1360,1113433545600,5,Lane Keeping,4107,482,52.657,601.324,39.25,2.34,0.0251200000000005,1.2000000000057104e-06,1.56960205984676
37,1163035600,11,Lane Keeping,170,263,6.423,1819.951,30.38,-0.04,0.0302999999999997,-9.999999999763673e-08,1.6429480888537151
2591,1113437617600,1,Left,8507,380,3.264,745.28,40.0,0.0,0.0049099999999998,9.999999999763673e-08,1.7283393307603836
2591,1113437603700,1,Left,8368,380,4.501,255.905,35.06,0.17,0.00173,5.600000000001159e-06,1.5015430908374203
2591,1113437622700,1,Left,8558,380,2.486,966.057,44.93,1.36,0.004079999999999,8.599999999978533e-06,1.291525794308367
204,1113433266200,1,Lane Keeping,1313,405,5.623,1642.519,51.1,0.0,0.0120600000000001,-9.999999999763673e-08,1.5608464064020913
2591,1113437629500,1,Left,8626,380,6.292,1310.76,47.62,-2.61,0.0349,-5.299999999999749e-06,1.5699367281527503
204,1118936824500,2,Left,1246,1408,27.732,244.662,0.0,0.0,0.00453,1.0200000000000389e-05,1.6149177844003093
2742,1113437687400,6,Right,9205,1258,64.648,1546.825,21.82,0.39,0.0224499999999989,-1.1000000000194534e-06,1.5734689262222543
37,1113437667100,4,Left,1022,1430,42.622,495.31,9.85,-2.21,0.01,-9.999999999763673e-08,1.5707963267948966
1360,1113433568200,5,Lane Keeping,4333,482,53.742,1243.085,30.11,2.58,0.0189900000000011,2.272487753529617e-17,1.5471040783244725
37,1118936835000,3,Right,1351,1247,38.944,1413.753,12.01,1.78,0.0061899999999997,2.999999999997267e-06,1.569180819315033
37,1113437603500,4,Left,386,1430,42.141,50.642,9.44,5.26,2.0000000000095496e-05,2.0000000000095497e-07,1.5707963267948966
2482,1118848797900,1,Left,9559,732,8.17,2122.328,39.25,0.0,0.0093799999999987,8.99999999978713e-07,1.5750606932698938
1070,1163649200,1,Lane Keeping,6189,446,-3.731,1676.722,3.03,11.42,0.0,0.0,0.0
37,1113437619500,4,Right,546,1430,41.509,113.877,13.33,0.0,0.0352399999999988,-2.0000000001803298e-07,1.4968677417344245
37,1113437631100,4,Right,662,1430,40.895,145.23,0.0,0.0,0.02971,6.299999999998806e-06,1.5728158460958328
2286,1113433862500,5,Lane Keeping,7276,834,54.05,1148.49,25.01,-0.04,0.0353199999999998,-1.000000000032919e-07,1.5495650893868296
2591,1118848810400,2,Left,9684,629,20.011,1701.168,40.17,-2.81,0.02661,6.100000000003533e-06,1.5629047206107378
37,1118848807900,4,Right,509,806,41.58,684.392,30.53,6.13,0.0271100000000001,-2.5999999999981942e-06,1.5807554220888422
2482,1118848775600,1,Left,9336,732,4.304,1340.316,47.53,11.2,0.0207699999999999,9.000000000003207e-06,1.5775367158076143
37,1118848812000,4,Right,550,806,40.686,822.966,35.82,6.25,0.02793,8.600000000001246e-06,1.572586514642628
1893,1113438394500,5,Left,8296,1644,52.784,1432.535,0.55,0.0,0.0198599999999999,,1.5768385493355976
1070,1163666700,2,Lane Keeping,6364,446,-24.248,1255.242,14.45,0.0,0.0190299999999999,0.0,1.5576599306085688
2591,1118848814400,2,Left,9724,629,19.34,1860.885,40.0,0.0,0.0345799999999997,-1.109999999999896e-05,1.5485327994611042
2286,1113433829400,5,Lane Keeping,6945,834,53.331,349.365,12.46,1.35,0.0488200000000006,-6.899999999996006e-06,1.5728446647740784
204,1113437682600,5,Right,1177,1102,52.216,68.851,16.73,-2.09,0.0142399999999997,-6.000000000085451e-07,1.496495157750823
204,1113437685200,5,Right,1203,1102,51.686,104.251,9.0,0.0,0.01,0.0,1.5637964411248635
37,1113437622700,4,Left,578,1430,41.223,141.811,2.0,0.0,0.0058400000000006,4.500000000007276e-06,1.485388167647714
37,1118936718800,0,Left,189,1247,37.134,66.011,18.21,-2.64,0.0499300000000005,1.000000000001361e-05,1.5750021902386866
1893,1113438390900,5,Left,8260,1644,53.105,1430.669,1.74,-8.03,0.0243600000000003,,1.5666912595420186
2591,1113437634600,1,Left,8677,380,5.296,1535.254,48.14,11.2,0.0381400000000007,-6.699999999989353e-06,1.5658147214385103
204,1118936833600,2,Left,1337,1408,27.732,244.662,0.0,0.0,0.0096699999999998,0.0,1.5749328078559073
2482,1118848784700,1,Left,9427,732,9.306,1713.99,30.0,0.0,0.0046800000000007,6.600000000003096e-06,1.5729330756797375
2591,1118848797100,2,Right,9551,629,19.353,1138.454,40.0,0.0,0.0005600000000004,2.2736803759193517e-17,1.4817467441604169
2482,1118848771800,1,Left,9298,732,5.428,1188.461,34.93,1.6,0.0098799999999994,4.99999999999546e-06,1.563711425098549
204,1113433236900,1,Lane Keeping,1020,405,4.212,478.363,29.09,-4.37,0.0101699999999999,5.999999999971826e-07,1.5462191722623633
1070,1163638100,1,Lane Keeping,6078,446,-5.305,1744.089,20.18,-1.16,0.0029999999999999,9.999999999905485e-08,1.6274024557338749
204,1113433252800,1,Lane Keeping,1179,405,3.156,1017.013,38.93,-0.13,0.00995,-9.999999999763673e-08,1.562756299035638
1070,1163659500,2,Lane Keeping,6292,446,-13.079,1439.695,34.99,-5.56,0.0068499999999997,1.2999999999948382e-06,1.5707963267948966
37,1118848816100,4,Right,591,806,40.301,979.787,40.0,0.0,0.0497199999999998,1.420000000000525e-05,1.4769457325104478
37,1113437653100,4,Left,882,1430,40.966,363.064,13.7,0.0,0.01002,-1.000000000033266e-07,1.4525875363540164
1360,1118936718300,3,Right,10384,691,-27.044,120.051,0.0,0.0,0.0501599999999996,9.999999999877468e-07,1.5863453128103584
2286,1113433849600,5,Lane Keeping,7147,834,51.75,774.182,32.0,0.0,0.0231199999999999,1.6699999999998766e-05,1.55392941437089
1070,1163659100,2,Lane Keeping,6288,446,-12.352,1453.481,34.04,-2.07,0.0049899999999999,-2.844946500601964e-18,1.5707963267948966
2742,1113437673700,6,Right,9068,1258,68.287,1187.012,24.5,5.7,0.02,0.0,1.5672963410864558
2286,1113433875700,5,Lane Keeping,7408,834,51.988,1450.549,20.0,0.0,0.0340300000000002,-1.4999999999986552e-06,1.5995864889962834
37,1118848854900,4,Right,979,806,42.758,2068.843,4.6,4.46,0.0249799999999993,9.99999999987712e-07,1.5707963267948966
37,1163051200,0,Lane Keeping,326,263,3.946,1988.092,19.95,4.72,0.0199,7.999999999810937e-07,1.6220077918825422
2286,1113433830100,5,Lane Keeping,6952,834,53.353,358.748,13.15,-11.2,0.0453999999999996,-7.900000000017824e-06,1.5727787030527272
2286,1113433844500,5,Lane Keeping,7096,834,53.643,626.895,20.94,6.46,0.0613200000000006,-1.4999999999872757e-06,1.5727532714591932
2742,1113437685900,6,Right,9190,1258,65.208,1513.986,21.78,0.0,0.02,-1.9999999999527341e-07,1.5637964411248708
2591,1118848785500,2,Left,9435,629,20.995,703.645,32.91,4.33,0.005,9.999999999763673e-08,1.572796324128246
2482,1118847728600,3,Left,7497,780,30.943,1424.438,45.44,-1.28,0.0350200000000018,,1.5862148649926169
2591,1118848768600,2,Right,9266,629,19.578,368.583,14.92,-0.65,0.0048000000000001,-1.1999999999943653e-06,1.5707963267948966
1360,1113433534100,5,Lane Keeping,3992,482,51.477,145.287,41.45,-2.69,0.0120600000000001,-9.999999999763673e-08,1.5542140989083404
1070,1163665200,2,Lane Keeping,6349,446,-24.081,1276.842,15.14,-11.18,0.0164099999999999,-1.0000000000048165e-07,1.568968175266645
204,1113437692600,4,Left,1277,1102,46.101,188.38,12.25,0.0,0.03,0.0,1.5761296095611912
2591,1113437628200,1,Left,8613,380,3.904,1243.055,51.75,10.11,0.0466799999999997,1.7099999999996353e-05,1.5930719903876698
1360,1113433575300,5,Lane Keeping,4404,482,51.713,1484.513,30.85,-4.19,0.0077799999999979,1.5399999999976898e-05,1.6503197834475882
204,1118936815200,2,Left,1153,1408,23.745,186.948,17.61,-3.22,0.005,1.0000000000048165e-07,1.5707963267948966
2742,1113437660600,6,Right,8937,1258,65.292,807.867,20.0,0.0,0.005,1.0000000000331793e-07,1.5747963054617589
2482,1118848779400,1,Left,9374,732,8.309,1526.156,47.86,-5.05,0.0348900000000003,7.500000000004586e-06,1.565637301198323
2482,1118848779600,1,Left,9376,732,8.506,1535.601,45.88,-11.2,0.0346400000000016,-2.199999999970697e-06,1.6330713553396514
2742,1113437650500,6,Right,8836,1258,65.334,705.707,7.09,-0.03,0.0105799999999999,4.99999999999546e-07,1.7264273302955493
2591,1118848788900,2,Right,9469,629,20.248,822.277,35.62,6.35,0.0020100000000002,-9.999999999763673e-08,1.5707963267948966
2286,1113433862000,5,Lane Keeping,7271,834,54.059,1135.99,25.0,0.0,0.0353300000000001,1.000000000032919e-07,1.5498540167557278
37,1118936833100,3,Right,1332,1247,36.669,1399.987,3.34,-0.22,0.00966,-9.999999999763673e-08,1.5759722640095677
2742,1113437628000,6,Right,8611,1258,66.71,502.418,15.0,0.0,0.0429099999999999,3.000000000000225e-07,1.616209035056712
2286,1113433845800,5,Lane Keeping,7109,834,53.675,657.339,25.82,-11.2,0.0649399999999991,-7.1000000000139004e-06,1.558477886164631
2591,1113437601700,1,Left,8348,380,4.788,175.75,44.27,-0.42,0.0,0.0,0.0
37,1113437648000,4,Left,831,1430,41.607,292.907,14.0,0.0,0.0136699999999999,-1.600000000001947e-06,1.6619838488233434
37,1118848790700,4,Right,337,806,40.506,292.438,18.13,0.12,0.0,0.0,0.0
2591,1113437633300,1,Left,8664,380,5.45,1477.454,44.15,7.3,0.0320699999999999,1.4999999999986552e-06,1.5717317802170754
204,1118936827500,2,Left,1276,1408,27.732,244.662,0.0,0.0,0.0021999999999999,-1.3100000000000024e-05,2.066633171375658
2482,1118848772500,1,Left,9305,732,5.436,1212.991,34.98,-0.2,0.01,0.0,1.5637964411248635
37,1163049500,1,Lane Keeping,309,263,12.652,1950.628,26.23,12.27,0.0235799999999994,2.059999999999035e-05,1.846068749840542
2591,1113437605700,1,Left,8388,380,4.294,326.882,37.54,1.56,0.0194499999999999,7.400000000001225e-06,1.4764754892690366
37,1113437601800,4,Right,369,1430,42.084,37.128,7.75,0.0,0.0,0.0,0.0
37,1113437611300,4,Left,464,1430,41.685,88.805,0.0,0.0,0.0380200000000002,1.419999999999387e-05,1.5721114233539533
2482,1118848763000,1,Left,9210,732,5.281,1050.758,2.51,-11.2,0.01,0.0,1.5687963294615614
2591,1118848812200,2,Left,9702,629,19.07,1772.733,39.79,3.36,0.0305299999999999,3.899999999998731e-06,1.573089149504879
1360,1113433574500,5,Lane Keeping,4396,482,51.782,1458.177,33.41,8.95,0.0049499999999989,2.5999999999839865e-06,1.663459489407289
1893,1113438397100,5,Left,8322,1644,52.922,1433.981,0.56,0.0,,,0.0
2742,1113437631900,6,Right,8650,1258,66.676,554.759,12.16,0.11,0.0285200000000008,4.000000000132717e-07,1.5683419137711732
2286,1113433812300,6,Lane Keeping,6774,834,61.02,138.805,22.83,0.0,0.05006,1.9100000000000227e-05,1.6374175240878537
37,1118848858000,4,Right,1010,806,42.48,2090.738,12.23,4.06,0.0249600000000009,1.1379786002407854e-17,1.569995044915105
2742,1113437604000,6,Right,8371,1258,65.896,284.487,9.7,-0.34,0.0026699999999999,-2.999999999985913e-07,2.1106648629339104
2286,1113433839600,5,Lane Keeping,7047,834,53.454,524.917,24.98,0.13,0.0576999999999998,2.2999999999911286e-06,1.5456716321180135
2742,1113437630900,6,Right,8640,1258,66.716,541.762,14.96,-1.38,0.0277300000000002,-7.899999999995098e-06,1.5837779271244723
1070,1163653600,0,Lane Keeping,6233,446,-13.015,1625.218,18.33,0.0,0.0015999999999999,1.3599999999999568e-05,1.564546408173212
37,1118848781500,4,Right,245,806,38.857,79.313,30.0,0.0,0.0214699999999993,9.999999999763673e-08,1.6447182079685472
1070,1163658300,2,Lane Keeping,6280,446,-12.556,1482.263,36.44,0.0,0.00168,1.099999999999567e-06,1.564844016140319
2286,1113433836800,5,Lane Keeping,7019,834,53.476,471.002,15.15,-1.64,0.0502700000000004,3.5000000000082187e-06,1.5676135247316236
2482,1118847725700,3,Left,7468,780,30.36,1295.018,42.47,2.92,0.0344699999999988,,1.6125475071093929
37,1118848790200,4,Right,332,806,40.391,283.379,18.12,0.0,0.0,0.0,0.0
1893,1113438397700,5,Left,8328,1644,52.953,1434.314,0.56,0.0,0.0259000000000003,,1.5870111217992993
2482,1118848794200,1,Left,9522,732,6.912,1985.084,34.98,0.0,0.0019499999999993,-1.3000000000147357e-06,1.5707963267948966
1360,1113433542400,5,Lane Keeping,4075,482,53.719,474.479,39.76,-0.72,0.02019,4.000000000019266e-07,1.5698057377182129
2482,1118848767500,1,Left,9255,732,5.27,1084.977,15.0,0.0,0.0100199999999995,3.199999999992549e-06,1.667301996851979
204,1118936838300,2,Left,1384,1408,27.732,244.662,0.0,0.0,0.0031899999999996,-1.2000000000057278e-06,1.567661540825069
37,1113437675900,4,Left,1110,1430,42.614,607.32,15.0,0.0,0.0146699999999998,0.0,1.567388023700761
204,1113437690200,5,Left,1253,1102,50.485,157.478,13.75,-0.03,0.022360000000001,-4.799999999977461e-06,1.5739269069076345
1070,1163659600,2,Lane Keeping,6293,446,-13.28,1436.205,34.06,-11.01,0.00685,2.844946500601964e-18,1.5707963267948966
37,1118936820500,3,Right,1206,1247,29.99,1231.13,33.46,-2.7,0.0027200000000001,4.200000000003003e-06,1.5707963267948966
37,1118848793400,4,Right,364,806,40.633,337.883,15.96,-3.74,0.005,-1.9999999999527341e-07,1.574796305461773
2286,1113433864100,5,Lane Keeping,7292,834,54.044,1184.117,19.76,1.37,0.0341300000000001,-1.1000000000024183e-06,1.5854451470361088
2482,1118847749200,3,Left,7703,780,30.743,1926.547,0.0,0.0,0.03,0.0,1.5771295754512562
2591,1113437618500,1,Left,8516,380,3.387,781.28,39.98,-0.18,0.0272799999999983,8.399999999983282e-06,1.7374901387735575
1893,1113438394300,5,Left,8294,1644,52.773,1432.425,0.55,0.0,0.0205100000000004,,1.585422294995791
2591,1118847735800,5,Right,7569,633,51.978,500.766,39.14,10.21,0.0444600000000014,,1.5582014012808982
1360,1113433573200,5,Lane Keeping,4383,482,51.926,1416.962,33.36,0.66,0.0,0.0,0.0
2482,1118847744700,3,Left,7658,780,30.795,1924.846,3.34,0.29,0.0290399999999999,0.0,1.5580559693319946
37,1118848794600,4,Right,376,806,40.62,353.413,13.7,-0.98,0.0,-2.99999999992906e-07,3.141592653589793
1070,1163632000,1,Lane Keeping,6017,446,-5.357,1894.658,27.74,0.0,0.0,0.0,0.0
1070,1163665400,2,Lane Keeping,6351,446,-24.103,1274.028,14.45,0.0,0.0165199999999998,1.1999999999972102e-06,1.569585673633346
2742,1113437638600,6,Right,8717,1258,65.523,605.786,4.9,0.0,0.0410699999999997,9.099999999989464e-06,1.5639788039806215
204,1113437682400,5,Left,1175,1102,52.279,65.462,16.84,1.0,0.0142799999999988,9.99999999748945e-08,1.4967025223201906
37,1113437655200,4,Left,903,1430,40.675,390.468,7.6,-5.25,0.00918,-1.900000000000547e-06,1.5740642890175711
2286,1113433836700,5,Lane Keeping,7018,834,53.479,469.506,15.0,0.0,0.0499199999999996,1.9999999999527341e-07,1.5673908912412773
2742,1113437678100,6,Right,9112,1258,66.193,1299.308,23.15,5.61,0.0250099999999997,9.999999999763673e-08,1.5695968071782822
2591,1118848776700,2,Right,9347,629,19.536,483.113,20.11,2.0,0.0283399999999994,-1.1000000000081085e-06,1.5697377527372325
204,1118936810500,0,Left,1106,1408,22.3,70.938,26.49,-9.08,0.04,8.000000000038532e-07,1.572796324128237
2742,1113437667600,6,Right,9007,1258,64.678,1002.016,35.0,-0.02,0.0142200000000002,1.1000000000001374e-05,1.5722027956283935
2286,1113433840200,5,Lane Keeping,7053,834,53.461,539.732,24.02,-6.27,0.0547800000000006,8.699999999998917e-06,1.557836117825183
37,1118848816600,4,Right,596,806,40.467,999.79,39.68,-3.05,0.0549900000000002,-4.999999999882182e-07,1.570068921940466
37,1113437609700,4,Right,448,1430,41.685,88.805,0.0,0.0,0.0314199999999993,-1.0000000000898181e-07,1.5860720322013595
204,1113433260000,1,Lane Keeping,1251,405,4.701,1323.981,51.42,0.0,0.01,0.0,1.567796335794848
2482,1118848783000,1,Left,9410,732,9.64,1662.814,30.92,-6.91,0.0099500000000011,1.1000000000194534e-06,1.5738113930354694
2482,1118847724600,3,Left,7457,780,30.085,1248.333,43.34,-1.15,0.0294900000000006,,1.5975786633044131
1893,1113438408900,5,Left,8440,1644,52.827,1520.026,9.01,-6.26,0.0348700000000008,,1.597747069601042
2742,1113437674600,6,Right,9077,1258,68.437,1209.531,25.0,0.0,0.0169399999999996,-1.1200000000007975e-05,1.5613515072912247
1893,1113438404400,5,Left,8395,1644,52.928,1476.376,10.63,0.0,,,0.0
2286,1113433874400,5,Lane Keeping,7395,834,52.107,1420.451,29.13,-11.2,0.03,0.0,1.5771295754512549
2742,1113437687700,6,Right,9208,1258,64.5,1553.355,20.55,-10.63,0.0199400000000014,-5.999999999858202e-07,1.5738053447946976
2591,1118847756200,5,Right,7773,633,53.278,1516.01,39.07,-7.02,0.0191599999999994,-6.800000000021095e-06,1.5728840064341387
37,1113437632100,4,Right,672,1430,40.896,146.073,0.9,4.63,0.02798,0.0,1.5686519412326316
1360,1113433561500,5,Lane Keeping,4266,482,50.942,1053.73,25.73,8.33,0.0234799999999995,9.399999999982371e-06,1.563556248873475
204,1113433244500,1,Lane Keeping,1096,405,4.478,699.57,36.5,-0.65,0.0152300000000002,1.1000000000080911e-06,1.568826532888192
2742,1113437640800,6,Right,8739,1258,65.387,619.344,8.67,11.2,0.0514200000000005,2.2759572004815708e-17,1.5678791822108218
2286,1113433820300,5,Lane Keeping,6854,834,54.339,295.938,0.0,0.0,0.0497400000000004,-3.699999999992113e-06,1.586476585593007
204,1113433257400,1,Lane Keeping,1225,405,4.487,1199.569,41.62,8.85,0.0101099999999996,1.0999999999967286e-06,1.5717854461558125
37,1118936824600,3,Right,1247,1247,30.319,1346.622,20.25,-4.2,0.0071700000000001,3.900000000001567e-06,1.5680069337504552
2591,1118848791500,2,Left,9495,629,19.419,917.582,35.0,0.0,0.0,0.0,0.0
204,1118847031700,4,Right,528,406,38.768,162.619,38.79,-8.89,-0.0076099999999996,9.999999999763673e-08,-1.985479335239613
37,1113437667500,4,Left,1026,1430,42.472,499.524,12.95,11.2,0.0119100000000003,1.4700000000004813e-05,1.5657585860373398
